Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,25.440000534057617,25.469999313354492,25.020000457763672,25.3700008392334,20.631744384765625,1941400
2017-01-04,25.579999923706055,26.049999237060547,25.579999923706055,25.920000076293945,21.07901954650879,2244300
2017-01-05,25.559999465942383,25.559999465942383,24.899999618530273,25.0,20.33084487915039,3037700
2017-01-06,25.149999618530273,25.170000076293945,24.5,24.520000457763672,19.940494537353516,2333600
2017-01-09,24.600000381469727,24.65999984741211,24.329999923706055,24.489999771118164,19.916095733642578,1646700
2017-01-10,24.520000457763672,25.100000381469727,24.440000534057617,24.639999389648438,20.038082122802734,2243100
2017-01-11,24.739999771118164,25.1299991607666,24.5,24.610000610351562,20.01368522644043,2543400
2017-01-12,24.610000610351562,24.940000534057617,24.579999923706055,24.719999313354492,20.103139877319336,2643200
2017-01-13,22.290000915527344,23.190000534057617,22.270000457763672,22.729999542236328,18.484804153442383,14823900
2017-01-17,22.739999771118164,23.75,22.68000030517578,23.34000015258789,18.98087501525879,4983400
2017-01-18,23.299999237060547,23.6200008392334,22.899999618530273,23.489999771118164,19.10286521911621,2180900
2017-01-19,23.530000686645508,23.690000534057617,23.18000030517578,23.309999465942383,18.95648193359375,2002400
2017-01-20,23.459999084472656,23.6299991607666,23.329999923706055,23.579999923706055,19.176055908203125,2566100
2017-01-23,23.670000076293945,24.0,23.450000762939453,23.93000030517578,19.4606876373291,2186300
2017-01-24,23.940000534057617,24.149999618530273,23.719999313354492,23.8700008392334,19.41189193725586,2850600
2017-01-25,24.0,24.219999313354492,23.93000030517578,24.170000076293945,19.65586280822754,1887700
2017-01-26,24.25,24.690000534057617,24.1200008392334,24.219999313354492,19.696523666381836,3160300
2017-01-27,24.280000686645508,24.5,23.959999084472656,24.309999465942383,19.76971435546875,2669400
2017-01-30,24.1200008392334,24.229999542236328,23.850000381469727,24.18000030517578,19.66399574279785,1731300
2017-01-31,23.979999542236328,24.540000915527344,23.860000610351562,24.489999771118164,19.916095733642578,1596900
2017-02-01,24.489999771118164,24.639999389648438,24.079999923706055,24.299999237060547,19.761581420898438,1752900
2017-02-02,24.389999389648438,24.579999923706055,24.270000457763672,24.3799991607666,19.826637268066406,1651800
2017-02-03,24.350000381469727,24.899999618530273,24.280000686645508,24.739999771118164,20.11940574645996,2242700
2017-02-06,24.739999771118164,24.950000762939453,24.520000457763672,24.68000030517578,20.070613861083984,1704600
2017-02-07,24.700000762939453,25.0,24.510000228881836,24.6299991607666,20.029951095581055,2179600
2017-02-08,24.59000015258789,24.860000610351562,24.540000915527344,24.790000915527344,20.160070419311523,1388400
2017-02-09,24.790000915527344,25.399999618530273,24.75,25.389999389648438,20.648006439208984,1488300
2017-02-10,25.520000457763672,25.75,25.290000915527344,25.65999984741211,20.86758041381836,1521000
2017-02-13,25.75,25.850000381469727,25.299999237060547,25.3700008392334,20.631744384765625,1470800
2017-02-14,25.270000457763672,25.8700008392334,25.25,25.739999771118164,20.93264389038086,1542700
2017-02-15,25.75,26.079999923706055,25.540000915527344,25.780000686645508,20.965167999267578,2146700
2017-02-16,25.700000762939453,25.8799991607666,25.299999237060547,25.420000076293945,20.67240333557129,1795800
2017-02-17,25.3700008392334,25.610000610351562,25.290000915527344,25.56999969482422,20.794391632080078,1241700
2017-02-21,25.84000015258789,26.25,25.75,26.219999313354492,21.3229923248291,2720300
2017-02-22,26.200000762939453,26.299999237060547,26.020000457763672,26.260000228881836,21.35552406311035,1377700
2017-02-23,26.31999969482422,26.34000015258789,25.520000457763672,25.559999465942383,20.786258697509766,2462200
2017-02-24,25.549999237060547,26.5,25.450000762939453,26.280000686645508,21.37178611755371,1991700
2017-02-27,26.209999084472656,26.68000030517578,25.68000030517578,26.520000457763672,21.56696319580078,2301300
2017-02-28,26.329999923706055,26.329999923706055,23.56999969482422,24.440000534057617,19.875436782836914,7757900
2017-03-01,24.56999969482422,24.93000030517578,24.280000686645508,24.479999542236328,19.9079647064209,3341500
2017-03-02,24.469999313354492,25.100000381469727,24.450000762939453,24.979999542236328,20.31458282470703,2475400
2017-03-03,25.059999465942383,25.31999969482422,25.010000228881836,25.280000686645508,20.558549880981445,1827900
2017-03-06,25.280000686645508,25.299999237060547,24.709999084472656,24.90999984741211,20.257654190063477,2275600
2017-03-07,24.790000915527344,24.8700008392334,24.420000076293945,24.670000076293945,20.06247901916504,2314600
2017-03-08,24.75,25.170000076293945,24.610000610351562,25.0,20.33084487915039,2380400
2017-03-09,25.0,25.239999771118164,24.81999969482422,25.0,20.33084487915039,2398700
2017-03-10,24.700000762939453,25.299999237060547,24.6299991607666,25.18000030517578,20.79328727722168,3049400
2017-03-13,24.770000457763672,24.799999237060547,24.110000610351562,24.190000534057617,19.97576141357422,3940100
2017-03-14,24.18000030517578,24.639999389648438,24.0,24.559999465942383,20.281299591064453,1849800
2017-03-15,24.65999984741211,24.780000686645508,24.299999237060547,24.670000076293945,20.372135162353516,2896500
2017-03-16,24.59000015258789,24.600000381469727,24.040000915527344,24.260000228881836,20.033565521240234,3133500
2017-03-17,24.290000915527344,24.670000076293945,24.200000762939453,24.639999389648438,20.347362518310547,5429100
2017-03-20,24.65999984741211,24.84000015258789,23.760000228881836,23.8799991607666,19.719764709472656,4116200
2017-03-21,24.030000686645508,24.139999389648438,23.40999984741211,24.010000228881836,19.827117919921875,2850500
2017-03-22,24.020000457763672,24.110000610351562,23.760000228881836,24.09000015258789,19.89318084716797,2042000
2017-03-23,24.149999618530273,24.440000534057617,23.799999237060547,23.959999084472656,19.785825729370117,4662200
2017-03-24,21.3700008392334,21.559999465942383,20.65999984741211,20.700000762939453,17.093769073486328,15944600
2017-03-27,20.329999923706055,21.09000015258789,20.239999771118164,20.850000381469727,17.217634201049805,6962300
2017-03-28,20.8799991607666,21.780000686645508,20.729999542236328,21.719999313354492,17.936065673828125,4278600
2017-03-29,21.780000686645508,22.139999389648438,21.56999969482422,21.950000762939453,18.125999450683594,3258300
2017-03-30,21.899999618530273,22.489999771118164,21.860000610351562,22.459999084472656,18.547151565551758,2222000
2017-03-31,22.459999084472656,22.739999771118164,22.3700008392334,22.549999237060547,18.621471405029297,2934200
2017-04-03,22.520000457763672,22.6200008392334,21.920000076293945,22.0,18.16728973388672,2709100
2017-04-04,21.940000534057617,22.209999084472656,21.739999771118164,21.979999542236328,18.150772094726562,2237000
2017-04-05,22.190000534057617,22.290000915527344,21.739999771118164,21.760000228881836,17.969100952148438,2168900
2017-04-06,21.959999084472656,22.170000076293945,21.739999771118164,21.84000015258789,18.03516387939453,3296200
2017-04-07,21.81999969482422,22.020000457763672,21.579999923706055,21.65999984741211,17.886520385742188,3754500
2017-04-10,21.600000381469727,22.1200008392334,21.559999465942383,21.8799991607666,18.068193435668945,2345300
2017-04-11,21.799999237060547,22.149999618530273,21.68000030517578,22.110000610351562,18.258127212524414,2718400
2017-04-12,22.18000030517578,22.18000030517578,21.8700008392334,22.06999969482422,18.22509002685547,1883100
2017-04-13,22.059999465942383,22.440000534057617,21.979999542236328,22.3799991607666,18.48108673095703,3663600
2017-04-17,22.450000762939453,22.950000762939453,22.399999618530273,22.889999389648438,18.902236938476562,3554500
2017-04-18,22.84000015258789,22.979999542236328,22.610000610351562,22.84000015258789,18.86094856262207,1986300
2017-04-19,22.920000076293945,23.1299991607666,22.760000228881836,22.780000686645508,18.8114013671875,1680500
2017-04-20,22.950000762939453,23.43000030517578,22.950000762939453,23.190000534057617,19.149972915649414,1906600
2017-04-21,23.239999771118164,23.270000457763672,22.940000534057617,23.190000534057617,19.149972915649414,1766200
2017-04-24,23.399999618530273,23.489999771118164,22.959999084472656,23.219999313354492,19.174745559692383,2716400
2017-04-25,23.31999969482422,23.489999771118164,23.100000381469727,23.399999618530273,19.323387145996094,1441700
2017-04-26,23.420000076293945,23.979999542236328,23.309999465942383,23.649999618530273,19.529834747314453,2211600
2017-04-27,23.670000076293945,23.709999084472656,23.040000915527344,23.100000381469727,19.075653076171875,2970300
2017-04-28,23.09000015258789,23.09000015258789,22.469999313354492,22.690000534057617,18.73708152770996,3104300
